SliceNum	WSCellPos,X	WSCellPos,Y	WSCellPos,LinIdx	WSCellArea(px2)	
12	14.41935483870968	100.1075268817204	1660	279
12	5.110344827586207	103.3448275862069	583	145
12	3.531914893617021	116.8723404255319	477	47
12	11.65909090909091	115.0795454545455	1435	88
12	22.90740740740741	118.037037037037	2758	54
12	34.09333333333333	100.5833333333333	4061	300
12	30.5	117.2857142857143	3717	14
13	4.724137931034483	76.17241379310344	556	29
13	10.92638036809816	90.16564417177914	1290	326
13	5.13103448275862	103.1862068965517	583	145
13	3.531914893617021	116.8723404255319	477	47
13	13.79865771812081	111.6308724832215	1672	149
13	20.71186440677966	117.6271186440678	2518	59
13	24.34640522875817	86.73856209150327	2847	153
13	35.62702702702703	102.4486486486486	4302	555
14	4.76	38.44	518	25
14	6.413043478260869	47.23188405797102	647	138
14	5.919463087248322	60.91946308724832	661	149
14	4.190476190476191	80.85714285714286	441	147
14	5.046153846153846	102.3461538461538	582	130
14	2.814814814814815	117.8518518518518	358	27
14	20.20316027088036	89.19413092550791	2369	443
14	12.23404255319149	112.0904255319149	1432	188
14	14.47236180904523	72.37688442211055	1632	199
14	16.41830065359477	36.45098039215686	1836	153
14	18.75	51.29651162790697	2211	172
14	22.19298245614035	118	2638	57
14	30.99736147757256	108.4881266490765	3708	379
14	27.69318181818182	72.40909090909091	3312	88
14	26.625	33.79166666666666	3154	48
14	27.63829787234043	42.14893617021276	3282	47
14	39.3	90.80800000000001	4651	250
14	48.83088235294117	111.3088235294118	5871	272
15	5.682926829268292	25.5609756097561	626	82
15	4.402597402597403	35.67532467532467	396	77
15	6.811688311688312	47.23376623376623	767	154
15	5.511111111111111	61.25925925925926	661	135
15	3.598425196850394	80.06299212598425	440	127
15	17.72069825436409	90.22443890274315	2130	401
15	5.963414634146342	104.0975609756098	704	164
15	14.02307692307692	114.7846153846154	1675	260
15	14.02283105022831	71.94063926940639	1632	219
15	16.13973799126638	31.43668122270742	1831	229
15	21.06072874493927	51.72064777327935	2452	247
15	28.12994350282486	29.38983050847458	3269	177
15	31.65722379603399	109.1189801699717	3829	353
15	32.62227074235808	67.80786026200873	3908	458
15	36.27586206896552	45.26332288401254	4245	319
15	38.56830601092896	89.52732240437159	4650	366
15	45.58571428571429	31.25714285714286	5431	70
15	54.70149253731343	117.8880597014925	6598	134
15	50.78368794326241	106.0141843971631	6106	282
15	49.29059829059829	53.8034188034188	5814	117
15	48.28571428571428	72.56043956043956	5713	91
15	51.9367088607595	36.9367088607595	6157	79
15	50.08695652173913	84.76086956521739	5965	46
16	5.149171270718232	19.89502762430939	500	181
16	3.939024390243902	36.36585365853659	396	82
16	5.596491228070176	48.78070175438597	649	114
16	4.5	61.31	541	100
16	3.60431654676259	80.5251798561151	441	139
16	5.916666666666667	103.6055555555556	704	180
16	16.69642857142857	111.140306122449	2031	392
16	10.87378640776699	91.6116504854369	1292	103
16	14.47719298245614	72.68421052631579	1633	285
16	15.38785046728972	31.36915887850467	1711	214
16	18.70318021201414	51.69611307420494	2212	283
16	16.93939393939394	15.03030303030303	1935	66
16	23.55609756097561	88.16585365853659	2848	205
16	29.38805970149254	25.68656716417911	3386	335
16	34.91313559322034	68.16101694915254	4148	472
16	34.22054380664652	44.94561933534743	4005	331
16	36.37431693989071	111.0054644808743	4311	366
16	39.53516819571865	90.22935779816514	4770	327
16	40.7103825136612	15.0655737704918	4815	183
16	43.5	29.325	5189	80
16	50.38325991189427	51.07048458149779	5931	227
16	49.87068965517241	74.18103448275862	5954	116
16	51.58125	109.125	6229	160
16	52.91129032258065	38.07258064516129	6278	124
16	55.34389140271493	24.79638009049774	6505	221
16	54.025	97.21666666666667	6457	120
16	56.1937984496124	84.82170542635659	6685	129
16	65.11226252158895	66.53886010362694	7747	579
16	62.33333333333334	117.5	7438	120
16	66.40969162995594	95.6079295154185	7896	227
16	69.74305555555556	42.77430555555556	8323	288
16	62.88888888888889	20.88888888888889	7461	9
16	71.33333333333333	110.1085271317829	8510	129
16	67.125	31.875	7952	16
16	84.4766355140187	107.6168224299065	10068	214
16	76.59016393442623	84.78688524590164	9205	61
16	82.55026455026454	53.66137566137566	9894	189
16	75.36842105263158	76.73684210526316	8957	19
16	81.44827586206897	118.3103448275862	9718	58
16	79.57142857142857	63	9543	7
16	102.5870967741936	117.1806451612903	12357	155
16	110.7734375	107.328125	13307	256
16	118	118.5	14159	20
17	13.30980392156863	10.73333333333333	1451	255
17	4.550898203592815	20.77844311377245	501	167
17	3.933333333333333	36.86666666666667	397	75
17	4.658653846153846	55.76923076923077	536	208
17	3.62406015037594	81.00751879699249	441	133
17	4.166666666666667	102.6111111111111	463	108
17	14.92271662763466	110.8220140515222	1791	427
17	10.95412844036697	92.56880733944953	1293	109
17	14.08921933085502	73.25278810408922	1633	269
17	16.21513944223108	30.70916334661355	1831	251
17	17.67741935483871	51.07419354838709	2091	310
17	23.74666666666667	88.08888888888889	2848	225
17	32.7029702970297	68.55940594059406	3909	404
17	31.08219178082192	26.18082191780822	3626	365
17	35.89349112426036	46.90828402366864	4247	338
17	33.38222222222223	104.0177777777778	3944	225
17	36.84905660377358	117.2704402515723	4437	159
17	30.57142857142857	7.678571428571429	3608	56
17	41.17153284671533	90.43430656934306	4890	274
17	45.27464788732394	11.17605633802817	5291	284
17	42.74683544303797	30.11392405063291	5070	79
17	51.26548672566372	110.4955752212389	6110	226
17	52.21031746031746	52.90079365079365	6173	252
17	60.67741935483871	67.57903225806452	7268	620
17	55.55294117647059	85.65882352941176	6686	170
17	54.65189873417722	24.55696202531646	6505	158
17	54.01875	37.225	6397	160
17	64.128	97.776	7658	375
17	58.51612903225806	8.556451612903226	6969	124
17	68.25465838509317	17.90683229813665	8058	161
17	70.0625	45.61538461538461	8326	208
17	66.78313253012048	78.43373493975903	7998	83
17	72.83214285714286	32.44642857142857	8672	280
17	69.78294573643412	113.0232558139535	8393	129
17	82.43430656934306	85.06204379562044	9805	274
17	80.8	118.2909090909091	9718	55
17	79.89285714285714	14.21428571428571	9494	84
17	83.66359447004608	52.43778801843318	10012	217
17	85.68781725888324	104.7944162436548	10305	394
17	92.662100456621	32.31963470319635	11072	219
17	83.95454545454545	69.89204545454545	10030	176
17	96.73648648648648	51.55743243243244	11572	296
17	104.3100436681223	116.5807860262009	12477	229
17	99.48235294117647	93.95882352941176	11854	170
17	95.29347826086956	74.51086956521739	11355	92
17	102.9912280701754	80.85087719298245	12321	114
17	106.6976744186046	70.62790697674419	12791	43
17	107.8465909090909	105.6363636363636	12946	176
17	113.1932773109244	34.39495798319328	13474	238
17	110.125	94.875	13175	16
17	118.3809523809524	99.95238095238095	14140	21
17	118.3404255319149	109.2553191489362	14149	47
18	13.46260387811634	9.371191135734072	1449	361
18	4.194444444444445	21.32638888888889	381	144
18	3.91044776119403	36.29850746268657	396	67
18	4.592592592592593	55.875	536	216
18	2.8	81.65882352941176	322	85
18	7.982035928143713	95.18562874251496	935	167
18	4.5	108	588	88
18	7.064102564102564	117.6666666666667	838	78
18	12.74137931034483	74.88275862068966	1515	290
18	16.16078431372549	30.93333333333333	1831	255
18	17.78247734138973	51.55287009063444	2092	331
18	17.18410041841004	109.2259414225941	2029	239
18	22.63725490196078	89.32352941176471	2729	204
18	32.1460396039604	69.16089108910892	3789	404
18	31.54335260115607	5.439306358381502	3725	173
18	27.86330935251799	22.76978417266187	3263	139
18	32.728	105.512	3946	250
18	35.9367088607595	117.3291139240506	4317	158
18	34.75067024128686	46.45844504021448	4126	373
18	39.37130801687763	30.16877637130802	4590	237
18	38.85761589403973	90.46026490066225	4650	302
18	40.6931216931217	13.95238095238095	4814	189
18	51.25213675213675	53.47863247863248	6053	234
18	51.44708994708995	78.14285714285714	6078	378
18	52.1578947368421	109.834008097166	6230	247
18	56.35	8.289999999999999	6608	300
18	53.58783783783784	38.73648648648648	6399	148
18	54.25352112676056	24.86619718309859	6385	142
18	66.93303571428571	98.16741071428571	8018	448
18	66.63316582914572	64.02261306532664	7984	398
18	68.76470588235294	17.98930481283422	8178	187
18	73.3781512605042	44.03921568627451	8684	357
18	65.04081632653062	80.94897959183673	7761	98
18	70.51442307692308	30.76442307692308	8431	208
18	70.58552631578948	112.6842105263158	8513	152
18	72.09433962264151	3.283018867924528	8523	53
18	82.92167101827677	84.26631853785901	9924	383
18	80.06	118.5	9599	50
